,Carbohydrate,Energy,Fat,Fibre,Of which Saturates,Of which Sugars,Protein,Salt,product_name,Calcium,Iron,Magnesium,Of which Polyunsaturated,Omega 3,Potassium,Zinc,Selenium,Vitamin E,Polyunsaturates,Sodium,Vitamin D,Vitamin C,Riboflavin,Vitamin B12,Cholesterol,Of which Trans
739,81.5g,329kcal,<0.5g,<0.5g,0.2g,80.8g,<0.5g,0.03g,,Rowse Honey with Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,
740,76.4g,307kcal,0.0g,0.0g,0.0g,76.4g,<0.5g,0.03g,,Waitrose Australian blossom honey,,,,,,,,,,,,,,,,,,,,,,,,
741,81.5g,329kcal,<0.5g,<0.5g,0.2g,80.8g,<0.5g,0.03g,,Rowse Ethiopian Honey,,,,,,,,,,,,,,,,,,,,,,,,
742,81.5g,329kcal,<0.5g,<0.5g,0.2g,80.8g,<0.5g,0.03g,,Rowse Cut Comb in Acacia Honey Jar,,,,,,,,,,,,,,,,,,,,,,,,
743,9.5g,168.7kcal,0.0g,65.5g,0.0g,9.5g,0.0g,0.0g,,Troo Spoonful of Fibre Pure Inulin Syrup,,,,,,,,,,,,,,,,,,,,,,,,
744,76g,307kcal,<0.5g,<0.5g,<0.1g,76g,<0.5g,0.03g,,Hilltop Everyday Blossom Honey,,,,,,,,,,,,,,,,,,,,,,,,
745,12,596kcal,46,8.5,8.2,5.9,30,0,,Meridian Crunchy Peanut Butter,,,,,,,,,,,,,,,,,,,,,,,,
746,6.5,650kcal,55.8,11.8,4.4,4.0,25.4,0.0,,Meridian Crunchy Almond Butter,,,,,,,,,,,,,,,,,,,,,,,,
747,12,596kcal,46,8.5,8.2,5.9,30,0,,Meridian Smooth Peanut Butter,,,,,,,,,,,,,,,,,,,,,,,,
748,18.9,659kcal,55.5,4.3,10.7,5.6,20.6,0.1,,Meridian crunchy cashew butter,,,,,,,,,,,,,,,,,,,,,,,,
749,8.1g,636kcal,52.9g,6.1g,9.2g,5.1g,28.9g,0.56g,,Essential Waitrose crunchy peanut butter,,,,,,,,,,,,,,,,,,,,,,,,
750,7.4g,643kcal,54.3g,6.7g,7.9g,3.8g,27.7g,1.0g,,Whole Earth Crunchy Peanut Butter,,,,,,,,,,,,,,,,,,,,,,,,
751,13,622kcal,51,6.5,6.2,5.3,25,0.0,,Meridian Rich Roast Crunchy Peanut Butter,,,,,,,,,,,,,,,,,,,,,,,,
752,10.2g,630kcal,51.6g,6.2g,9.5g,5.6g,28.2g,0.65g,,Essential Smooth Peanut Butter,,,,,,,,,,,,,,,,,,,,,,,,
753,10.2g,630kcal,51.6g,6.2g,9.5g,5.6g,28.2g,0.65g,,Essential Smooth Peanut Butter,,,,,,,,,,,,,,,,,,,,,,,,
754,12.1g,623kcal,50.4g,,6g,7.1g,26.6g,0.9g,,ManiLife Original Roast Crunchy Peanut Butter,,,,,,,,,,,,,,,,,,,,,,,,
755,13,622kcal,51,6.5,6.2,5.3,25,0.0,,Meridian Rich Roast Smooth Peanut Butter,,,,,,,,,,,,,,,,,,,,,,,,
756,12g,580kcal,45g,7.9g,5.9g,5g,28g,2.1g,,Marmite Crunchy Peanut Butter,,,,,,,,,,,,,,,,,50mg,3.6mg,6.3mg,,,,,
757,9.2g,645kcal,54.5g,6.5g,7.2g,4.2g,26.3g,1.0g,,Whole Earth Smooth Peanut Butter,,,,,,,,,,,,,,,,,,,,,,,,
758,2.6g,628kcal,53.0g,9.1g,5.1g,2.4g,30.6g,<0.1g,,Whole Earth Smooth Almond Butter,,,,,,,,,,,,,,,,,,,,,,,,
759,8.1g,636kcal,52.9g,6.1g,9.2g,5.1g,28.9g,0.56g,,Essential Crunchy Peanut Butter,,,,,,,,,,,,,,,,,,,,,,,,
760,11.6,596kcal,46.0,8.5,8.2,5.9,29.6,0.0,,Meridian Crunchy Peanut Butter,,,,,,,,,,,,,,,,,,,,,,,,
761,12.1g,623kcal,50.4g,,6g,7.1g,26.6g,0.9g,,ManiLife Original Roast Crunchy Peanut Butter,,,,,,,,,,,,,,,,,,,,,,,,
762,5.3g,626kcal,52.4g,9.0g,8.4g,2.6g,28.8g,0.84g,,Essential Wholenut Peanut Butter,,,,,,,,,,,,,,,,,,,,,,,,
763,10.1g,619kcal,50.5g,,6g,5.5g,26.4g,0.9g,,ManiLife Deep Roast Crunchy Peanut Butter,,,,,,,,,,,,,,,,,,,,,,,,
764,10.3g,594kcal,46.3g,8.3g,7.9g,4.9g,28.9g,1.0g,,Whole Earth Crunchy Dark Roasted Peanut Butter,,,,,,,,,,,,,,,,,,,,,,,,
765,6.4g,666kcal,57.1g,11.7g,5.5g,4.1g,25.6g,0.04g,,Whole Earth Crunchy Almond Butter,,,,,,,,,,,,,,,,,,,,,,,,
766,9.1g,613kcal,49.3g,8.8g,6.5g,6.4g,28.9g,1.1g,,ManiLife Deep Roast Smooth Peanut Butter,,,,,,,,,,,,,,,,,,,,,,,,
767,6.5,650kcal,55.8,11.8,4.4,4.0,25.4,0.0,,Meridian Smooth Almond Butter,,,,,,,,,,,,,,,,,,,,,,,,
768,7.4g,643Kcal,54.3g,6.7g,7.9g,3.8g,27.7g,1.0g,,Whole Earth Crunchy Peanut Butter,,,,,,,,,,,,,,,,,,,,,,,,
769,17.4g,613kcal,48.8g,,8.1g,10.9g,23.7g,0g,,Whole Earth Chocolate & Hazelnut Smooth Peanut Butter,,,,,,,,,,,,,,,,,,,,,,,,
770,11.6,596kcal,46.0,8.5,8.2,5.9,29.6,0.0,,Meridian Smooth Peanut Butter,,,,,,,,,,,,,,,,,,,,,,,,
771,11.6,596kcal,46.0,8.5,8.2,5.9,29.6,0.0,,Meridian Crunchy Peanut Butter,,,,,,,,,,,,,,,,,,,,,,,,
772,41,619kcal,47,3.7,7.3,38,5.9,0.10,,Gü Hazelnut & Chocolate Velvety Spread,,,,,,,,,,,,,,,,,,,,,,,,
773,57.0g,584kcal,38.1g,0.8g,7.6g,36.8g,2.9g,0.54g,,Lotus Biscoff Spread,,,,,,,,,,,,,,,,,,,,,,,,
774,57.5,539kcal,30.9,,10.6,56.3,6.3,0.107,,Nutella,,,,,,,,,,,,,,,,,,,,,,,,
775,57.6,546kcal,31.6,,11,56.8,6,0.11,,Nutella,,,,,,,,,,,,,,,,,,,,,,,,
776,39,622kcal,48,4.1,7.1,36,6.4,0.10,,Gü Hazelnut & Chocolate Crunchy Spread,,,,,,,,,,,,,,,,,,,,,,,,
777,58.8g,571kcal,35.7g,0.9g,7.9g,36.2g,3.2g,0.60g,,Lotus Biscoff Crunchy Spread,,,,,,,,,,,,,,,,,,,,,,,,
778,51.5g,571kcal,37.2g,3.0g,7.2g,48.2g,6.0g,0.10g,,Essential Hazelnut Chocolate Spread,,,,,,,,,,,,,,,,0g,,,,,,,,
779,45,613kcal,46,2.0,12,43,4.2,0.43,,Gü Chocolate & Caramel Velvety Spread,,,,,,,,,,,,,,,,,,,,,,,,
780,49.4g,494kcal,36.6g,,7.6g,8.7g,6.4g,0.23g,,Jim Jams Hazelnut Chocolate Spread,,,,,,,,,,,,,,,,,,,,,,,,
781,54g,484kcal,37g,2.7g,8.6g,0.7g,3.4g,0.07g,,Jim Jams Dark Hazelnut Chocolate Spread,,,,,,,,,,,,,,,,,,,,,,,,
782,61g,305kcal,5.0g,1.3g,3.4g,51g,3.4g,0.75g,,Bonne Maman Salted Caramel,,,,,,,,,,,,,,,,,,,,,,,,
783,50.8g,497kcal,36.7g,,7.6g,10.1g,5.8g,0.28g,,Jim Jams Milk Chocolate Spread,,,,,,,,,,,,,,,,,,,,,,,,
784,50g,492kcal,39g,4.4g,9.1g,<0.5g,3.1g,<0.01g,,Jim Jams Dark Chocolate Orange Spread,,,,,,,,,,,,,,,,,,,,,,,,
785,68.9g,310kcal,2.1g,0.7g,1.3g,53.9g,3.6g,0.29g,,Cooks' Ingredients Dulce de Leche,,,,,,,,,,,,,,,,,,,,,,,,
786,55.7g,527kcal,29.6g,5.9g,5.1g,43.3g,6.3g,0.02g,,Mr Organic Vegan Chocolate Spread,,,,,,,,,,,,,,,,,,,,,,,,
787,30g,260kcal,<0.5g,,<0.1g,1.2g,34g,10.8g,,Marmite Yeast Extract,,,,,,,,,,,,,,,,,69mg,6.8mg,7.7mg,,,,,
788,30g,260kcal,<0.5g,,<0.1g,1.2g,34g,10.8g,,Marmite Yeast Extract Squeeze Me,,,,,,,,,,,,,,,,,69mg,6.8mg,7.7mg,,,,,
789,54.0g,392kcal,18.3g,0.5g,11.9g,51.7g,2.6g,0.54g,,No.1 Lemon Curd,,,,,,,,,,,,,,,,,,,,,,,,
790,61.8g,355kcal,10.6g,<0.5g,6.3g,60.8g,3.0g,0.25g,,Waitrose Lemon Curd,,,,,,,,,,,,,,,,,,,,,,,,
791,55,344kcal,13,0g,8.8g,54g,1.7g,0.05g,,Bonne Maman Lemon Curd,,,,,,,,,,,,,,,,,,,,,,,,
792,58g,359kcal,13g,,7.6g,54g,2g,0.28g,,Wilkin & Sons Ltd Tiptree Lemon Curd,,,,,,,,,,,,,,,,,,,,,,,,
793,66.9g,371kcal,10.4g,0.5g,7.4g,61.8g,2.1g,0.22g,,Waitrose Christmas Cranberry Curd,,,,,,,,,,,,,,,,,,,,,,,,
794,63.5g,357kcal,10.1g,<0.5g,6.0g,60.8g,3.0g,0.26g,,Waitrose Orange Curd,,,,,,,,,,,,,,,,,,,,,,,,
795,0.9g,9kcal,0.5g,,0.3g,0.3g,0.1g,0.1g,,Kallo 6 vegetable stock cubes very low salt,,,,,,,,,,,,,,,,,,,,,,,,
796,0.5g,7kcal,0.5g,<0.5g,0.3g,<0.5g,<0.5g,0.92g,,Knorr the chicken cube 8 cubes,,,,,,,,,,,,,,,,,,,,,,,,
797,<0.5g,5kcal,<0.5g,<0.5g,0.1g,<0.5g,<0.5g,0.78g,,Knorr vegetable stock pot,,,,,,,,,,,,,,,,,,,,,,,,
798,<0.5g,5kcal,<0.5g,<0.5g,0.2g,<0.5g,<0.5g,0.8g,,Knorr beef stock pot,,,,,,,,,,,,,,,,,,,,,,,,
799,<0.5g,7kcal,0.6g,<0.5g,0.4g,<0.5g,<0.5g,0.96g,,Knorr the vegetable cube 8 cubes,,,,,,,,,,,,,,,,,,,,,,,,
800,1.4g,8kcal,<0.5g,<0.5g,<0.1g,<0.5g,<0.5g,0.8g,,Knorr chicken stock pot,,,,,,,,,63.6mg,,,,,,,,,,,,,,,
801,0.0g,0kcal,0.0g,0.0g,0.0g,0.0g,0.0g,99.8g,,Waitrose fine crystal sea salt,,,,,,,,,,,,,,,,,,,,,,,,
802,0.7g,7kcal,0.5g,,0.2g,0.2g,0.1g,0.1g,,Kallo 6 beef stock cubes very low salt,,,,,,,,,,,,,,,,,,,,,,,,
803,64.0g,377kcal,3.3g,25.3g,1.4g,0.6g,10.4g,0.05g,,Cooks' Ingredients black pepper corns,,,,,,,,,,,,,,,,,,,,,,,,
804,0.8g,7kcal,0.4g,,0.2g,0.2g,0.1g,0.1g,,Kallo 6 chicken stock cubes very low salt,,,,,,,,,,,,,,,,,,,,,,,,
805,1.3g,9kcal,<0.5g,<0.5g,0.2g,<0.5g,<0.5g,0.83g,,Knorr Lamb Stock Pot,,,,,,,,,,,,,,,,,,,,,,,,
806,,,,,,,,,,Maldon sea salt flakes,,,,,,,,,,,,,,,,,,,,,,,,
807,0.6g,7kcal,0.5g,,0.2g,0.1g,0.1g,0.99g,,Kallo 8 chicken stock cubes,,,,,,,,,,,,,,,,,,,,,,,,
808,30.1g,245kcal,8.5g,,4.3g,10.5g,10.1g,44.6g,,Marigold Swiss vegetable bouillon powder,,,,,,,,,,,,,,,,,,,,,,,,
809,21.9g,121kcal,1.5g,2.2g,0.6g,1.9g,3.8g,1.04g,,Paxo Stuffing Mix Sage & Onion,,,,,,,,,,,,,,,,,,,,,,,,
810,<0.5g,14kcal,<0.5g,0.5g,<0.1g,<0.5g,2.5g,0.13g,,Cooks' ingredients Chicken Stock,,,,,,,,,,,,,,,,,,,,,,,,
811,62.6g,396kcal,14.5g,3.2g,10.2g,25.2g,2.1g,10.30g,,Bisto Reduced Salt Gravy Granules,,,,,,,,,,,,,,,,,,,,,,,,
812,3g,15kcal,0.3g,0.1g,0.1g,0.8g,0.5g,1.2g,,Knorr gravy pot chicken gravy,,,,,,,,,,,,,,,,,,,,,,,,
813,0.0g,0kcal,0.0g,0.0g,0.0g,0.0g,0.0g,99.9g,,Essential Table Salt,,,,,,,,,,,,,,,,,,,,,,,,
814,<0.5g,6kcal,<0.5g,<0.5g,0.3g,<0.5g,<0.5g,0.94g,,Knorr the beef cube 8 cubes,,,,,,,,,,,,,,,,,,,,,,,,
815,0.0g,0kcal,0.0g,0.0g,0.0g,0.0g,0.0g,98.2g,,Waitrose coarse crystal sea salt,,,,,,,,,,,,,,,,,,,,,,,,
816,76.1g,380kcal,3.2g,4.4g,0.9g,2.4g,9.7g,0.93g,,Cooks' Ingredients panko breadcrumbs,,,,,,,,,,,,,,,,,,,,,,,,
817,0.7g,7kcal,0.4g,,0.2g,0.3g,0.0g,0.9g,,Kallo 8 vegetable stock cubes,,,,,,,,,,,,,,,,,,,,,,,,
818,59.8g,397kcal,16.3g,2.1g,11.2g,12.2g,1.7g,14.33g,,Bisto Gravy Granules,,,,,,,,,,,,,,,,,,,,,,,,
819,<0.5g,7kcal,0.5g,<0.5g,0.4g,<0.5g,<0.5g,1g,,Knorr Fish Cube Gluten Free 8s,,,,,,,,,,,,,,,,,,,,,,,,
820,61.6g,400kcal,15.6g,2.1g,10.5g,16.7g,2.2g,11.90g,,Bisto Chicken Gravy Granules,,,,,,,,,,,,,,,,,,,,,,,,
821,1g,11kcal,<0.5g,<0.5g,<0.1g,<0.5g,1.7g,0.56g,,Bovril beef extract,,,,,,,,,,,,,,,,,,,,,,,,
822,0.5g,7kcal,0.6g,<0.5g,0.4g,<0.5g,<0.5g,0.92g,,Knorr The Rich Beef Cube,,,,,,,,,,,,,,,,,,,,,,,,
823,,,,,,,,,,Bart black peppercorns,,,,,,,,,,,,,,,,,,,,,,,,
824,0.5g,7kcal,0.5g,,0.3g,0g,0.1g,0.9g,,Kallo Organic Mushroom 6 Stock Cubes,,,,,,,,,,,,,,,,,,,,,,,,
825,46.8g,283kcal,4.1g,2.8g,1.0g,16.5g,13.5g,24.9g,,Oxo Chicken Stock Cubes 12s,,,,,,,,,,,,,,,,,,,,,,,,
826,76.9g,382kcal,2.8g,4.1g,0.9g,2.1g,10.4g,0.98g,,Cooks' ingredients bread crumbs,,,,,,,,,,,,,,,,,,,,,,,,
827,0.5g,7kcal,0.5g,<0.5g,0.3g,<0.5g,<0.5g,0.92g,,Knorr The Chicken Cube 20s,,,,,,,,,,,,,,,,,,,,,,,,
828,59.8g,397kcal,16.3g,2.1g,11.2g,12.2g,1.7g,14.33g,,Bisto Gravy Granules,,,,,,,,,,,,,,,,,,,,,,,,
829,21.9g,121kcal,1.5g,2.2g,0.6g,1.9g,3.8g,1.04g,,Paxo Stuffing Mix Sage & Onion,,,,,,,,,,,,,,,,,,,,,,,,
830,35.7g,265kcal,4.9g,4.2g,2.4g,2.2g,17.4g,30.70g,,Oxo 12 Stock Cubes Beef,,,,,,,,,,,,,,,,,,,,,,,,
831,,,,,,,,,,Bart Fairtrade ground cinnamon,,,,,,,,,,,,,,,,,,,,,,,,
832,44.2g,470kcal,22.3g,10.5g,1.5g,2.3g,17.8g,0.42g,,Cooks' Ingredients ground cumin,,,,,,,,,,,,,,,,,,,,,,,,
833,61.9g,252kcal,<0.5g,1.6g,<0.1g,0.5g,<0.5g,23.66g,,Bisto The Original Gravy Powder,,,,,,,,,,,,,,,,,,,,,,,,
834,80.6g,456kcal,1.3g,53.1g,0.5g,2.2g,4.0g,0.03g,,Cooks' Ingredients ground cinnamon,,,,,,,,,,,,,,,,,,,,,,,,
835,49.1g,271kcal,4.6g,0.8g,2.2g,10.9g,7.9g,30.43g,,Oxo 12 Stock Cubes Vegetable,,,,,,,,,,,,,,,,,,,,,,,,
836,<0.5g,7kcal,0.5g,<0.5g,0.3g,<0.5g,<0.5g,0.93g,,Knorr the pork cube 8 cubes,,,,,,,,,,,,,,,,,,,,,,,,
837,67.7g,350kcal,6.7g,1.3g,3.0g,1.7g,4.1g,11.20g,,Bisto Best Chicken Gravy Granules,,,,,,,,,,,,,,,,,,,,,,,,
838,4.4g,46kcal,1.3g,3.0g,0.8g,1.2g,2.6g,0.46g,,Cooks' Ingredients ground turmeric,,,,,,,,,,,,,,,,0.2g,,,,,,,,
839,,,,,,,,,,Saxa table salt,,,,,,,,,,,,,,,,,,,,,,,,
840,,,,,,,,,,Cornish Sea Salt Co sea salt,,,,,,,,,,,,,,,,,,,,,,,,
841,,,,,,,,,,Bart Sweet Smoked Paprika,,,,,,,,,,,,,,,,,,,,,,,,
842,65.4g,368kcal,5.9g,3.9g,1.5g,0.0g,11.4g,0.04g,,Cooks' ingredients saffron,,,,,,,,,,,,,,,,,,,,,,,,
843,5.2g,122kcal,8.6g,1.2g,4.7g,4.1g,5.2g,14.3g,,Knorr Organic Vegetable Stock Pot 4s,,,,,,,,,,,,,,,,,,,,,,,,
844,0.0g,0kcal,0.0g,0.0g,0.0g,0.0g,0.0g,99.9g,,Essential Cooking Salt,,,,,,,,,,,,,,,,,,,,,,,,
845,12.0g,234kcal,19.3g,,1.8g,3.4g,2.2g,2.31g,,Bart Garlic Paste,,,,,,,,,,,,,,,,,,,,,,,,
846,0.6g,7kcal,0.5g,,0.2g,0g,0.1g,0.9g,,Kallo Organic Garlic & Herb 6 Stock Cubes,,,,,,,,,,,,,,,,,,,,,,,,
847,8.2g,416kcal,30.2g,26.1g,4.0g,2.0g,14.7g,11.2g,,Cooks' Ingredients herby zaatar,,,,,,,,,,,,,,,,,,,,,,,,
848,,,,,,,,,,Bart Cumin Seeds,,,,,,,,,,,,,,,,,,,,,,,,
849,71.6g,389kcal,4.2g,14.1g,2.6g,3.4g,9.0g,0.07g,,Cooks' Ingredients ground ginger,,,,,,,,,,,,,,,,,,,,,,,,
850,<0.5g,5kcal,<0.5g,<0.5g,0.2g,<0.5g,<0.5g,0.8g,,Knorr beef stock pot,,,,,,,,,,,,,,,,,,,,,,,,
851,,,,,,,,,,Bart ground cumin,,,,,,,,,,,,,,,,,,,,,,,,
852,<0.5g,7kcal,0.6g,<0.5g,0.4g,<0.5g,<0.5g,0.96g,,Knorr The Vegetable Cube 20s,,,,,,,,,,,,,,,,,,,,,,,,
853,29.4g,376kcal,17.3g,27.2g,3.3g,10.3g,12.0g,0.10g,,Cooks' Ingredients Hot Chilli Flakes,,,,,,,,,,,,,,,,,,,,,,,,
854,23.7g,289kcal,7.9g,37.9g,2.8g,3.0g,11.9g,0.20g,,Cooks' Ingredients mixed herbs,,,,,,,,,,,,,,,,,,,,,,,,
855,35.7g,265kcal,4.9g,4.2g,2.4g,2.2g,17.4g,30.70g,,Oxo 24 Stock Cubes Beef,,,,,,,,,,,,,,,,,,,,,,,,
856,37.6g,195kcal,2.6g,,0.4g,3.6g,4.0g,48.3g,,Marigold Swiss Vegetable Vegan Bouillon Powder,,,,,,,,,,,,,,,,,,,,,,,,
857,<0.5g,5kcal,<0.5g,<0.5g,0.1g,<0.5g,<0.5g,0.78g,,Knorr vegetable stock pot,,,,,,,,,,,,,,,,,,,,,,,,
858,,,,,,,,,,Bart fennel seeds,,,,,,,,,,,,,,,,,,,,,,,,
859,,,,,,,,,,Tidman's natural rock salt,,,,,,,,,,,,,,,,,,,,,,,,
860,29.5g,329kcal,11.5g,,1.5g,2.0g,11.5g,0.10g,,Bart medium curry powder,,,,,,,,,,,,,,,,,,,,,,,,
861,,,,,,,,,,Bart bay leaves,,,,,,,,,,,,,,,,,,,,,,,,
862,,,,,,,,,,Bart chilli flakes,,,,,,,,,,,,,,,,,,,,,,,,
863,80.5g,455kcal,1.2g,53.1g,0.3g,2.2g,4.0g,0.0g,,Cooks' ingredients cinnamon sticks,,,,,,,,,,,,,,,,,,,,,,,,
864,55.0g,513kcal,17.8g,41.9g,1.0g,0.0g,12.4g,0.09g,,Cooks' Ingredients ground coriander,,,,,,,,,,,,,,,,,,,,,,,,
865,68.9g,435kcal,4.3g,42.5g,1.6g,4.1g,9.0g,0.63g,,Cooks' Ingredients oregano,,,,,,,,,,,,,,,,,,,,,,,,
866,29.0g,290kcal,6.6g,34.1g,2.4g,3.1g,11.7g,0.20g,,Cooks' Ingredients Italian seasoning,,,,,,,,,,,,,,,,,,,,,,,,
867,,,,,,,,,,Bart tarragon,,,,,,,,,,,,,,,,,,,,,,,,
868,68.1g,350kcal,6.5g,0.9g,3.4g,2.1g,4.2g,12.59g,,Bisto Best Beef Gravy Granules,,,,,,,,,,,,,,,,,,,,,,,,
869,,,,,,,,,,Bart paprika,,,,,,,,,,,,,,,,,,,,,,,,
870,,,,,,,,,,Bart Garlic Granules,,,,,,,,,,,,,,,,,,,,,,,,
871,18.3g,324kcal,13.0g,37.4g,2.1g,10.3g,14.8g,0.09g,,Cooks' Ingredients smoked paprika,,,,,,,,,,,,,,,,,,,,,,,,
872,,,,,,,,,,Bart Fairtrade black peppercorns refill,,,,,,,,,,,,,,,,,,,,,,,,
873,41.6g,298kcal,5.1g,6.5g,2.5g,9.6g,18.2g,21.28g,,Oxo 12 Reduced Salt Beef Cubes,,,,,,,,,,,,,,,,,,,,,,,,
874,,,,,,,,,,Bart coriander seeds,,,,,,,,,,,,,,,,,,,,,,,,
875,,,,,,,,,,Bart Fairtrade ground turmeric,,,,,,,,,,,,,,,,,,,,,,,,
876,0.6g,7kcal,0.5g,,0.3g,0.1g,0.1g,0.9g,,Kallo Organic Umami 6 Stock Cubes,,,,,,,,,,,,,,,,,,,,,,,,
877,,,,,,,,,,Bart ground coriander,,,,,,,,,,,,,,,,,,,,,,,,
878,48.7g,353kcal,8.4g,26.3g,2.3g,0.0g,7.6g,0.06g,,Cooks' ingredients wild oregano,,,,,,,,,,,,,,,,,,,,,,,,
879,,,,,,,,,,Bart Fairtrade ground ginger,,,,,,,,,,,,,,,,,,,,,,,,
880,29.1g,298kcal,7.2g,33.9g,2.2g,2.6g,12.2g,0.30g,,Cooks' Ingredients bouquet garni,,,,,,,,,,,,,,,,,,,,,,,,
881,,,,,,,,,,Bart Chinese five spice,,,,,,,,,,,,,,,,,,,,,,,,
882,74.4g,466kcal,18.7g,<0.5g,13.2g,2.7g,<0.5g,0.02g,,McDougalls thickening granules,,,,,,,,,,,,,,,,,,,,,,,,
883,63.9g,433kcal,7.4g,37.0g,2.7g,1.7g,9.1g,0.13g,,Cooks' Ingredients thyme,,,,,,,,,,,,,,,,,,,,,,,,
884,32.2g,362kcal,14.7g,,5.5g,2.9g,12.0g,0.10g,,Bart mild curry powder,,,,,,,,,,,,,,,,,,,,,,,,
885,,,,,,,,,,Bart cayenne pepper,,,,,,,,,,,,,,,,,,,,,,,,
886,54.0g,458kcal,12.9g,34.9g,2.1g,10.3g,14.1g,0.17g,,Cooks' Ingredients ground paprika,,,,,,,,,,,,,,,,,,,,,,,,
887,0.0g,824kcal,91.6g,0.0g,14.0g,0.0g,0.0g,0.0g,,Waitrose extra virgin olive oil,,,,,,,,,,,,,,,,8.0g,,,,,,,,
888,0g,1kcal,0.1g,,0g,0g,0g,0g,,Fry Light Extra Virgin Olive Oil Spray,,,,,,,,,,,,,,,,,,,,,,,,
889,0g,822kcal,91.4g,0g,12.8g,0g,0g,0g,,La Española Extra Virgin Olive Oil,,,,,,,,,,,,,,,,8.2g,,,,,,,,
890,0g,828kcal,92.0g,0g,10.1g,0g,0g,0g,,Essential Sunflower Oil,,,,,,,,,,,,,,,,,,,,,,,,
891,0.0g,823kcal,91.4g,0.0g,13.1g,0.0g,0.0g,0.0g,,Essential Olive Oil,,,,,,,,,,,,,,,,7.5g,,,,,,,,
892,0.0g,900kcal,100.0g,0.0g,7.3g,0.0g,0.0g,0.0g,,Essential Vegetable Oil,,,,,,,,,,,,,,,,,,,,,,,,
893,<0.5g,823kcal,91.5g,<0.5g,13.1g,<0.5g,<0.5g,<0.01g,,La Española Extra Virgin,,,,,,,,,,,,,,,,7.5g,,,,,,,,
894,0g,824kcal,91.5g,,13g,0g,0g,0g,,Gaea Kalamata Olive Oil Extra Virgin,,,,,,,,,,,,,,,,,,,,,,,,
895,0g,827kcal,91.9g,0g,13.4g,0g,0g,0g,,Waitrose Toasted Sesame Oil,,,,,,,,,,,,,,,,39.9g,,,,,,,,
896,0.9g,819kcal,90.4g,,6.0g,<0.5g,0.7g,0.15g,,Farrington's Mellow Yellow Rapeseed Oil,,,,,,,,,,,,,,,,24.7g,,,,8.5g,,,,
897,<0.5g,819kcal,91g,,15g,<0.5g,<0.5g,0g,,Lee Kum Kee Pure Sesame Oil,,,,,,,,,,,,,,,,,,,,,,,,
898,,,,,,,,,,Sarson's distilled malt vinegar,,,,,,,,,,,,,,,,,,,,,,,,
899,0g,824kcal,91.6g,0g,14.0g,0g,0g,0g,,Waitrose Extra Virgin Olive Oil,,,,,,,,,,,,,,,,8.0g,,,,,,,,
900,0.0g,824kcal,91.6g,0.0g,14.0g,0.0g,0.0g,0.0g,,Waitrose Organic 100% Italian Extra Virgin Olive Oil,,,,,,,,,,,,,,,,8.0g,,,,,,,,
901,<0.5g,21kcal,<0.5g,0.0g,0.0g,<0.5g,<0.5g,0.02g,,Essential White Wine Vinegar,,,,,,,,,,,,,,,,,,,,,,,,
902,,,,,,,,,,Sarson's Malt Vinegar,,,,,,,,,,,,,,,,,,,,,,,,
903,3.2g,29kcal,0.01g,,Trace,3.2g,0.03g,,<0.1mg,Willy's Apple Cider Vinegar,,,,,,,,,,,,,,,,,,,,,,,,
904,0.0g,828kcal,92.0g,0.0g,7.1g,0.0g,0.0g,0.0g,,Waitrose Leckford Estate cold pressed rapeseed oil,,,,,,,,,,,,,,,,27.7g,,,,,,,,
905,30.0g,125kcal,0.0g,0.5g,0.0g,28.0g,1.0g,0.05g,,Essential Balsamic Vinegar,,,,,,,,,,,,,,,,,,,,,,,,
906,0g,1kcal,0.1g,,0g,0g,0g,0g,,Fry Light Sunflower Oil Spray,,,,,,,,,,,,,,,,,,,,,,,,
907,5.0g,676kcal,70g,,12g,2.1g,3.3g,6.9g,,Lee Kum Kee Chiu Chow Chilli Oil,,,,,,,,,,,,,,,,,,,,,,,,
908,0g,822kcal,91.3g,0g,15.5g,0g,0g,0g,,Filippo Berio olive oil extra virgin,,,,,,,,,,,,,,,,10.7g,,,,,,,,
909,0g,828kcal,92.0g,0g,10.1g,0g,0g,0g,,Essential Sunflower Oil,,,,,,,,,,,,,,,,,,,,,,,,
910,0.0g,767kcal,92.5g,,86.6g,0.0g,0.0g,0.0g,,Groovy Food Virgin Coconut Oil,,,,,,,,,,,,,,,,,,,,,,,,
911,0.0g,823kcal,91.4g,0.0g,13.1g,0.0g,0.0g,0.0g,,Essential Olive Oil,,,,,,,,,,,,,,,,7.5g,,,,,,,,
912,0.0g,823kcal,91.4g,0.0g,13.1g,0.0g,0.0g,0.0g,,Essential Light in Colour Olive Oil,,,,,,,,,,,,,,,,7.5g,,,,,,,,
913,60.4g,262kcal,0.0g,,0.0g,60.4g,0.4g,0.1g,,Belazu Balsamic Vinegar of Modena 1.25 Density,,,,,,,,,,,,,,,,,,,,,,,,
914,0g,825kcal,91.7g,0g,7.3g,0g,0g,0g,,Crisp'n dry Rapeseed Oil,,,,,,,,,,,,,,,,26.6g,,,,9.2g,,,,
915,0.0g,824kcal,91.6g,0.0g,15.7g,0.0g,0.0g,0.0g,,Waitrose groundnut oil,,,,,,,,,,,,,,,,16.9g,,,,,,,,
